"System","Classification","File","PrimaryRole","SecondaryRoles","RuntimeHooks","SerializedState","Gumps","ConfigData","VerificationStatus"
"Regions","SharedService","Data/Scripts/System/Obsolete/Obsolete.cs","PacketNetwork","CommandSurface;StartupWiring;RegionPolicy;GumpUI;Persistence;LegacyCompatibility","CustomTimerSubclass;EventSink;Initialize;OnMovement;OnSpeech;PacketHandlers.Register;RegionOverride;Timer.DelayCall;WorldSave","class:TribalPaint;class:TribalBerry;class:CharacterDatabase;class:SavageBook;class:WelcomeBookWanted;class:WelcomeBookElf;class:DoorTimeLord;class:AmethystWyrm;class:DireWolf;class:AncientNightmare;class:BaseFactionGuard;class:VirtualMount;class:VirtualMountItem;enum:AllowedPlacing;class:BaseFactionTrap;class:BaseFactionTrapDeed;class:BaseFactionVendor;class:BaseMonolith;class:AssassinShroud;class:BasePigmentsOfIslesDread;class:TalkEntry;class:BaseQuester;class:BaseSystemController;class:BlackDragon;class:Bless;class:Blight;class:BlueDragon;class:Britain;class:Bullradon;class:CancelQuestRegion;class:CaveBear;class:Channel;enum:StatueType;enum:StatuePose;enum:StatueMaterial;class:CharacterStatue;class:DemolishEntry;class:CharacterStatueDeed;class:CharacterStatueTarget;class:CharacterStatueGump;enum:Buttons;class:CharacterStatueMaker;class:MarbleStatueMaker;class:JadeStatueMaker;class:BronzeStatueMaker;class:CharacterStatuePlinth;class:CharacterPlinthGump;class:ChatSystem;class:ChatActionHandler;class:ChatActionHandlers;enum:ChatCommand;class:ChatSystem;class:ChatUser;class:CompassionVirtue;class:Config;class:CouncilOfMages;class:DarkUnicorn;class:DatabaseCommandQueue;class:DeepSeaDragon;class:DesertWyrm;class:Dragon;class:DynamicTeleporter;class:ElderBlackBear;class:ElderBrownBear;class:ElderPolarBear;class:Election;class:Voter;class:Candidate;enum:ElectionState;class:ElectionGump;class:ElectionManagementGump;class:EmeraldWyrm;class:EnchantedSextant;class:Ethic;class:EthicDefinition;class:HeroEthic;class:EvilEthic;class:Faction;class:BroadcastPrompt;class:SkillLossContext;enum:FactionKickType;class:FactionKickCommand;class:FactionBerserker;class:FactionBoardVendor;class:SBFactionBoard;class:InternalBuyInfo;class:InternalSellInfo;class:FactionBottleVendor;class:SBFactionBottle;class:InternalBuyInfo;class:InternalSellInfo;class:FactionDeathKnight;class:FactionDefinition;class:FactionDragoon;class:FactionExplosionTrap;class:FactionExplosionTrapDeed;class:FactionGasTrap;class:FactionGasTrapDeed;class:FactionGump;class:FactionHenchman;class:FactionHorseVendor;class:FactionImbueGump;interface:IFactionItem;class:FactionItem;class:FactionItemDefinition;class:FactionKnight;class:FactionMercenary;class:FactionNecromancer;class:FactionOreVendor;class:SBFactionOre;class:InternalBuyInfo;class:InternalSellInfo;class:FactionPaladin;class:FactionReagentVendor;class:SBFactionReagent;class:InternalBuyInfo;class:InternalSellInfo;class:FactionSawTrap;class:FactionSawTrapDeed;class:FactionSorceress;class:FactionSpikeTrap;class:FactionSpikeTrapDeed;class:FactionState;class:FactionStone;class:FactionStoneGump;class:FactionTrapRemovalKit;class:FactionWarHorse;class:FactionWizard;class:FinanceGump;class:GarnetWyrm;class:Generator;class:GlowBeetle;class:Gorceratops;class:Gorgon;class:DarkenedSky;class:KasaOfTheRajin;class:RuneBeetleCarapace;class:Stormgrip;class:SwordOfTheStampede;class:SwordsOfProsperity;class:TheHorselord;class:TomeOfLostKnowledge;class:WindsEdge;enum:PigmentType;class:PigmentsOfIslesDread;class:GreenDragon;class:Griffon;class:GrizzlyBear;enum:GuardAI;class:ComboEntry;class:SpellCombo;class:FactionGuardAI;class:GuardDefinition;class:GuardList;class:HarrowerGate;class:Hippogriff;class:HolyBlade;class:HolyFamiliar;class:HolyItem;class:HolySense;class:HolyShield;class:HolySteed;class:HolySteed;class:HolyWord;class:HonorVirtue;class:InternalTarget;interface:IHonorTarget;class:HonorContext;enum:FirstHit;class:InternalTimer;class:HorseBreederGump;class:IceDragon;class:JoinStone;class:JoinStoneGump;class:JungleWyrm;class:JusticeVirtue;class:AcceptProtectorGump;class:Keywords;class:LavaDragon;class:LayerComparer;class:LeaveFactionGump;class:AncientFarmersKasa;class:AncientSamuraiDo;class:ArmsOfTacticalExcellence;class:BlackLotusHood;class:DaimyosHelm;class:DemonForks;class:DragonNunchaku;class:Exiler;class:GlovesOfTheSun;class:HanzosBow;class:LegsOfStability;class:PeasantsBokuto;class:PilferedDancerFans;class:TheDestroyer;class:TomeOfEnlightenment;class:LeurociansMempoOfFortune;class:AncientUrn;class:HonorableSwords;class:ChestOfHeirlooms;class:FluteOfRenewal;enum:LesserPigmentType;class:LesserPigmentsOfIslesDread;class:MetalPigmentsOfIslesDread;class:Lion;class:Renika;enum:MerchantTitle;class:MerchantTitleInfo;class:MerchantTitles;class:MetalDragon;class:Minax;class:Montor;class:Elidor;class:MountainWyrm;class:MyRunUO;enum:Stage;class:MyRunUOStatus;class:NightWyrm;class:OnyxWyrm;enum:ReactionType;enum:MovementType;class:Reaction;class:Orders;class:UpdateStatueAnimation;class:ChatMessagePacket;class:FactionPersistance;enum:PersistedType;class:EthicsPersistance;class:PlayerCollection;class:Player;class:PlayerState;class:PoisonBeetle;class:Power;class:PowerDefinition;class:QuartzWyrm;class:QuestCallbackEntry;class:QuestCompleteObjectiveRegion;class:QuestConversation;class:QuestConversationsGump;class:QuestItem;class:QuestItemInfo;class:QuestItemInfoGump;class:QuestNoEntryRegion;class:QuestObjective;class:QuestLogUpdatedGump;class:QuestObjectivesGump;class:QuestOfferRegion;class:QuestRestartInfo;class:QuestSerializer;class:QuestSystem;class:QuestCancelGump;class:QuestOfferGump;class:BaseQuestGump;class:RankDefinition;class:Raptor;class:Ravenous;class:Reflector;class:RewardCategory;class:RewardChoiceGump;class:RewardConfirmGump;class:RewardDemolitionGump;enum:Buttons;class:RewardEntry;class:RewardList;class:RewardNoticeGump;interface:IRewardOption;class:RewardOptionGump;class:RewardOption;class:RewardOptionList;class:RewardSystem;interface:IRewardItem;class:RubyWyrm;class:SabretoothBear;class:SacrificeVirtue;class:InternalTarget;class:SapphireWyrm;class:Shadowlords;class:SheriffGump;class:Sigil;class:Silver;class:SilverGivenEntry;class:SkaraBraee;class:SpinelWyrm;class:StarRoomGate;class:InternalTimer;class:StoneDragon;class:StrongholdDefinition;class:StrongholdMonolith;class:StrongholdRegion;class:SummonFamiliar;class:SummonFamiliar;class:SwampDrake;class:TigerBeetle;class:TopazWyrm;class:Town;class:TownDefinition;class:TownMonolith;class:TownState;class:TownStone;class:TownStoneGump;enum:TreasuresOfTokunoEra;class:TreasuresOfTokuno;class:IharaSoko;class:ItemTileButtonInfo;class:ToTTurnInGump;class:ToTRedeemGump;class:TypeTileButtonInfo;class:PigmentsTileButtonInfo;class:TreasuresOfTokunoPersistance;class:Moon;class:TrueBritannians;class:UnholyFamiliar;class:UnholyItem;class:UnholySense;class:UnholyShield;class:UnholySteed;class:UnholySteed;class:UnholyWord;class:ValorVirtue;class:InternalTarget;class:VendorDefinition;class:VendorList;class:Luna;class:VileBlade;class:VirtueGump;class:InternalEntry;enum:VirtueLevel;enum:VirtueName;class:VirtueHelper;class:VirtueInfoGump;class:VirtueStatusGump;class:VoteGump;class:WaterBeetle;class:WhiteDragon;class:WhiteWyrm;class:Wyvern;class:Yew;class:AxeBeak;class:Basilisk;class:Manticore;class:Panda;class:PredatorHellCat;class:SabretoothTiger;class:Tiger;class:WhiteTiger;class:Zebra;class:SalesBook;class:SalesBookGump","OnResponse;SendGump","myrunuodb_{0}_{1}.txt;myrunuodb_{0}.txt","PartiallyVerified"
"Regions","SharedService","Data/Scripts/System/Regions/BardDungeonRegion.cs","RegionPolicy","WorldState","RegionOverride","","","","PartiallyVerified"
"Regions","SharedService","Data/Scripts/System/Regions/BardTownRegion.cs","RegionPolicy","WorldState","RegionOverride","","","","PartiallyVerified"
"Regions","SharedService","Data/Scripts/System/Regions/BargeDeadRegion.cs","RegionPolicy","WorldState","RegionOverride","","","","PartiallyVerified"
"Regions","SharedService","Data/Scripts/System/Regions/BaseRegion.cs","RegionPolicy","WorldState","RegionOverride","","","","PartiallyVerified"
"Regions","SharedService","Data/Scripts/System/Regions/CaveRegion.cs","RegionPolicy","WorldState","RegionOverride","","","","PartiallyVerified"
"Regions","SharedService","Data/Scripts/System/Regions/CrashRegion.cs","RegionPolicy","WorldState","RegionOverride","","","","PartiallyVerified"
"Regions","SharedService","Data/Scripts/System/Regions/DawnRegion.cs","RegionPolicy","WorldState","RegionOverride","","","","PartiallyVerified"
"Regions","SharedService","Data/Scripts/System/Regions/DeadRegion.cs","RegionPolicy","WorldState","RegionOverride","","","","PartiallyVerified"
"Regions","SharedService","Data/Scripts/System/Regions/DungeonHomeRegion.cs","RegionPolicy","WorldState","RegionOverride","","","","PartiallyVerified"
"Regions","SharedService","Data/Scripts/System/Regions/DungeonRegion.cs","RegionPolicy","WorldState","RegionOverride","","","","PartiallyVerified"
"Regions","SharedService","Data/Scripts/System/Regions/GargoyleRegion.cs","RegionPolicy","WorldState","RegionOverride","","","","PartiallyVerified"
"Regions","SharedService","Data/Scripts/System/Regions/GuardedRegion.cs","CommandSurface","StartupWiring;RegionPolicy;WorldState","CustomTimerSubclass;Initialize;OnSpeech;RegionOverride","","","","PartiallyVerified"
"Regions","SharedService","Data/Scripts/System/Regions/HouseRegion.cs","StartupWiring","RegionPolicy;GumpUI;WorldState","EventSink;Initialize;OnLogin;OnSpeech;RegionOverride","","SendGump","","PartiallyVerified"
"Regions","SharedService","Data/Scripts/System/Regions/Jail.cs","WorldState","","","","","","PartiallyVerified"
"Regions","SharedService","Data/Scripts/System/Regions/LunaRegion.cs","RegionPolicy","WorldState","RegionOverride","","","","PartiallyVerified"
"Regions","SharedService","Data/Scripts/System/Regions/MazeRegion.cs","RegionPolicy","WorldState","RegionOverride","","","","PartiallyVerified"
"Regions","SharedService","Data/Scripts/System/Regions/MoonCore.cs","RegionPolicy","WorldState","RegionOverride","","","","PartiallyVerified"
"Regions","SharedService","Data/Scripts/System/Regions/NecromancerRegion.cs","RegionPolicy","WorldState","RegionOverride","","","","PartiallyVerified"
"Regions","SharedService","Data/Scripts/System/Regions/NoHousingRegion.cs","WorldState","","","","","","PartiallyVerified"
"Regions","SharedService","Data/Scripts/System/Regions/OutDoorBadRegion.cs","RegionPolicy","WorldState","RegionOverride","","","","PartiallyVerified"
"Regions","SharedService","Data/Scripts/System/Regions/OutDoorRegion.cs","RegionPolicy","WorldState","RegionOverride","","","","PartiallyVerified"
"Regions","SharedService","Data/Scripts/System/Regions/PirateRegion.cs","RegionPolicy","WorldState","RegionOverride","","","","PartiallyVerified"
"Regions","SharedService","Data/Scripts/System/Regions/PrisonArea.cs","RegionPolicy","GumpUI;WorldState","RegionOverride","","SendGump","","PartiallyVerified"
"Regions","SharedService","Data/Scripts/System/Regions/ProtectedRegion.cs","RegionPolicy","WorldState","RegionOverride","","","","PartiallyVerified"
"Regions","SharedService","Data/Scripts/System/Regions/PublicRegion.cs","RegionPolicy","WorldState","RegionOverride","","","","PartiallyVerified"
"Regions","SharedService","Data/Scripts/System/Regions/RegionMusic.cs","WorldState","","","","","","PartiallyVerified"
"Regions","SharedService","Data/Scripts/System/Regions/SafeRegion.cs","RegionPolicy","WorldState","RegionOverride","","","","PartiallyVerified"
"Regions","SharedService","Data/Scripts/System/Regions/SavageRegion.cs","RegionPolicy","WorldState","RegionOverride","","","","PartiallyVerified"
"Regions","SharedService","Data/Scripts/System/Regions/SeaSpawnRegion.cs","WorldState","","","","","","PartiallyVerified"
"Regions","SharedService","Data/Scripts/System/Regions/SkyHomeRegion.cs","RegionPolicy","WorldState","RegionOverride","","","","PartiallyVerified"
"Regions","SharedService","Data/Scripts/System/Regions/StartRegion.cs","RegionPolicy","GumpUI;WorldState","RegionOverride","","SendGump","","PartiallyVerified"
"Regions","SharedService","Data/Scripts/System/Regions/TownRegion.cs","WorldState","","","","","","PartiallyVerified"
"Regions","SharedService","Data/Scripts/System/Regions/UmbraRegion.cs","RegionPolicy","WorldState","RegionOverride","","","","PartiallyVerified"
"Regions","SharedService","Data/Scripts/System/Regions/UnderHouseRegion.cs","RegionPolicy","WorldState","RegionOverride","","","","PartiallyVerified"
"Regions","SharedService","Data/Scripts/System/Regions/VillageRegion.cs","RegionPolicy","WorldState","RegionOverride","","","","PartiallyVerified"
"Regions","SharedService","Data/Scripts/System/Regions/WantedRegion.cs","RegionPolicy","WorldState","RegionOverride","","","","PartiallyVerified"
"Regions","SharedService","Data/Scripts/System/Regions/Spawning/SpawnDefinition.cs","WorldState","","","","","","PartiallyVerified"
"Regions","SharedService","Data/Scripts/System/Regions/Spawning/SpawnEntry.cs","CommandSurface","StartupWiring;Persistence;WorldState","Initialize;Timer.DelayCall","class:SpawnEntry","","","PartiallyVerified"
"Regions","SharedService","Data/Scripts/System/Regions/Spawning/SpawnPersistence.cs","Persistence","WorldState","","class:SpawnPersistence","","","PartiallyVerified"
"Regions","SharedService","Data/Scripts/System/Skills/Weapon Abilities/WeaponArmorCalls.cs","StartupWiring","","CustomTimerSubclass","","","","PartiallyVerified"
"Regions","SharedService","Data/System/Source/Region.cs","StartupWiring","WorldState","OnSpeech","","","Could not find root element 'ServerRegions' in Regions.xml;Data/System/XML/Regions.xml;Invalid region type '{0}' in regions.xml","PartiallyVerified"
"Regions","SharedService","Data/System/Source/Sector.cs","StartupWiring","WorldState","","","","","PartiallyVerified"
"Regions","SharedService","Data/System/Source/Gumps/GumpAlphaRegion.cs","StartupWiring","WorldState","","","","","PartiallyVerified"
"PlayerMobile Core","SharedService","Data/Scripts/Mobiles/Base/PlayerMobile.cs","StartupWiring","GumpUI;Persistence;MobileContent","EventSink;Initialize;OnLogin;OnLogout;OnSpeech;Timer.DelayCall","enum:PlayerFlag;enum:NONPK;enum:NpcGuild;enum:SolenFriendship;class:PlayerMobile;class:CountAndTimeStamp;class:CancelRenewInventoryInsuranceGump;class:CallbackEntry;class:ChampionTitleInfo;class:TitleInfo","OnResponse;SendGump","","PartiallyVerified"
"Vendor Core","SharedService","Data/Scripts/Custom/Government System/Items/Misc/CityVendorDismissTimer.cs","StartupWiring","Economy","CustomTimerSubclass","","","","PartiallyVerified"
"Vendor Core","SharedService","Data/Scripts/Custom/Government System/Items/Misc/MoveVendorTarget.cs","Economy","","","","","","PartiallyVerified"
"Vendor Core","SharedService","Data/Scripts/Custom/Government System/NPC Vendor Mall 2.1/LandLord.cs","StartupWiring","Persistence;Economy","Initialize;OnSpeech","class:BaseLandLord;class:InternalTarget;class:LandLord","","","PartiallyVerified"
"Vendor Core","SharedService","Data/Scripts/Custom/Government System/NPC Vendor Mall 2.1/MallToken.cs","Persistence","Economy","","enum:MallDuration;class:VendorMallToken","","","PartiallyVerified"
"Vendor Core","SharedService","Data/Scripts/Custom/Government System/NPC Vendor Mall 2.1/SBLandLord.cs","Economy","","","","","","PartiallyVerified"
"Vendor Core","SharedService","Data/Scripts/Custom/Government System/Vendor/CityContractOfEmployment.cs","Persistence","Economy","","class:CityContractOfEmployment","","","PartiallyVerified"
"Vendor Core","SharedService","Data/Scripts/Custom/Government System/Vendor/CityLandLord.cs","GumpUI","Persistence;Economy","","class:CityLandLord","SendGump","","PartiallyVerified"
"Vendor Core","SharedService","Data/Scripts/Custom/Government System/Vendor/CityManager.cs","Persistence","Economy","","class:CityManager","","","PartiallyVerified"
"Vendor Core","SharedService","Data/Scripts/Custom/Government System/Vendor/CityPlayerVendor.cs","CommandSurface","StartupWiring;Persistence;Economy","Initialize;OnSpeech","class:CityVendorBackpack;class:CityPlayerVendor;class:VendorMoveTarget","","","PartiallyVerified"
"Vendor Core","SharedService","Data/Scripts/Custom/Government System/Vendor/CityRentedVendor.cs","StartupWiring","GumpUI;Persistence;Economy","CustomTimerSubclass","class:CityRentedVendor;class:RejectContract;class:ContractOptionsEntry;class:RentalExpireTimer;class:CityRenterVendorRentalGump","SendGump","","PartiallyVerified"
"Vendor Core","SharedService","Data/Scripts/Custom/Government System/Vendor/SBCityLandLord.cs","Economy","","","","","","PartiallyVerified"
"Vendor Core","SharedService","Data/Scripts/Custom/Government System/Vendor/SBCityManager.cs","Economy","","","","","","PartiallyVerified"
"Vendor Core","SharedService","Data/Scripts/Custom/Mobiles/Vendors/Gort.cs","Persistence","Economy","","class:Gort","","","PartiallyVerified"
"Vendor Core","SharedService","Data/Scripts/Custom/Mobiles/Vendors/Siddo.cs","Persistence","Economy","","class:Siddo","","","PartiallyVerified"
"Vendor Core","SharedService","Data/Scripts/Custom/Mobiles/Vendors/SirGideon.cs","Persistence","Economy","","class:SirGideon","","","PartiallyVerified"
"Vendor Core","SharedService","Data/Scripts/Custom/Offline Skill Training/Vendors/SBStudyBookbinder.cs","PlayerProgression","Economy","","","","","PartiallyVerified"
"Vendor Core","SharedService","Data/Scripts/Custom/Offline Skill Training/Vendors/StudyBookbinder.cs","Persistence","PlayerProgression;Economy","","class:StudyBookbinder","","","PartiallyVerified"
"Vendor Core","SharedService","Data/Scripts/Custom/XMLSpawner/XmlMobiles/TalkingBaseVendor.cs","StartupWiring","Persistence;Economy;StaffTooling;WorldState","Initialize","class:TalkingBaseVendor;class:TalkEntry","","","PartiallyVerified"
"Vendor Core","SharedService","Data/Scripts/Items/Deeds/VendorRentalContract.cs","StartupWiring","GumpUI;Persistence;Economy;ItemContent","CustomTimerSubclass","class:VendorRentalContract;class:ContractOptionEntry;class:RentTarget;class:OfferExpireTimer","SendGump","","PartiallyVerified"
"Vendor Core","SharedService","Data/Scripts/Items/Houses/AdvertiserVendor.cs","GumpUI","Persistence;Economy;ItemContent","","class:AdvertiserVendor;class:FindPlayerVendorsGump","OnResponse;SendGump","","PartiallyVerified"
"Vendor Core","SharedService","Data/Scripts/Items/Houses/HouseSign.cs","GumpUI","Persistence;ItemContent","","class:HouseSign;class:VendorsEntry;class:ReclaimVendorInventoryEntry","SendGump","","PartiallyVerified"
"Vendor Core","SharedService","Data/Scripts/Items/Misc/PlayerVendorDeed.cs","Persistence","Economy;ItemContent","","class:ContractOfEmployment","","","PartiallyVerified"
"Vendor Core","SharedService","Data/Scripts/Mobiles/Base/BaseVendor.cs","GumpUI","Persistence;Economy;MobileContent","","enum:VendorShoeType;class:BaseVendor;class:BulkOrderInfoEntry;class:SetupShoppeEntry;class:VendorBuyEntry;class:VendorSellEntry;interface:IShopSellInfo;interface:IBuyItemInfo","SendGump","","PartiallyVerified"
"Vendor Core","SharedService","Data/Scripts/Mobiles/Base/Behavior.cs","StartupWiring","GumpUI;Persistence;MobileContent","CustomTimerSubclass;EventSink;OnSpeech;Timer.DelayCall;WorldLoad","class:SpeedInfo;class:AIControlMobileTarget;class:HeldLight;class:IntelligentAction;class:OppositionGroup;class:AnimalAI;class:ArcherAI;enum:AIType;enum:ActionType;class:BaseAI;class:InternalEntry;class:TransferItem;class:AITimer;class:HealerAI;class:MageAI;class:MeleeAI;class:ThiefAI;class:BerserkAI;class:CitizenAI;class:PredatorAI;class:VendorAI","SendGump","","PartiallyVerified"
"Vendor Core","SharedService","Data/Scripts/Mobiles/Base/PlayerVendor.cs","StartupWiring","GumpUI;Persistence;Economy;MobileContent","CustomTimerSubclass;OnSpeech;Timer.DelayCall","class:PlayerVendorTargetAttribute;class:VendorItem;class:VendorBackpack;class:BuyEntry;class:PlayerVendor;class:ReturnVendorEntry;class:PayTimer;class:PVBuyTarget;class:VendorPricePrompt;class:CollectGoldPrompt;class:VendorNamePrompt;class:ShopNamePrompt;class:PlayerVendorPlaceholder;class:ExpireTimer","OnResponse;SendGump","","PartiallyVerified"
"Vendor Core","SharedService","Data/Scripts/Mobiles/Base/RentedVendor.cs","StartupWiring","GumpUI;Persistence;Economy;MobileContent","CustomTimerSubclass","class:VendorRentalDuration;class:RentedVendor;class:ContractOptionsEntry;class:CollectRentEntry;class:TerminateContractEntry;class:RefundOfferPrompt;class:RentalExpireTimer","OnResponse;SendGump","","PartiallyVerified"
"Vendor Core","SharedService","Data/Scripts/Mobiles/Base/StoreSalesList.cs","MobileContent","","","","","","PartiallyVerified"
"Vendor Core","SharedService","Data/Scripts/Mobiles/Base/VendorInventory.cs","StartupWiring","Persistence;Economy;MobileContent","CustomTimerSubclass;Timer.DelayCall","class:VendorInventory;class:ExpireTimer","","","PartiallyVerified"
